Country Code,Country Name,Region,Income Group,Year,% of female pop. age 25+ with no education,% of female pop. age 25+ with primary schooling,% of female pop. age 25+ with secondary schooling,% of female pop. age 25+ with tertiary schooling,% of pop. age 25+ with no education,% of pop. age 25+ with primary schooling,% of pop. age 25+ with secondary schooling,% of pop. age 25+ with tertiary schooling,"Avg. years of primary schooling, age 25+, female","Avg. years of primary schooling, age 25+, total","Avg. years of secondary schooling, age 25+, female","Avg. years of secondary schooling, age 25+, total","Avg. years of tertiary schooling, age 25+, female","Avg. years of tertiary schooling, age 25+, total","Avg. years of total schooling, age 25+, female","Avg. years of total schooling, age 25+, total","Pop. in thousands, age 25+, female","Pop. in thousands, age 25+, total",Life Expectancy at birth
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,1980,28.6,8.16,3.65,1.4,24.83,8.9,3.61,1.17,2.92,3.11,0.86,0.94,0.1,0.11,3.88,4.15,1036.0,2054.0,62.861
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,1985,20.74,10.27,4.54,2.24,17.65,10.93,4.33,1.71,3.34,3.48,1.07,1.13,0.16,0.16,4.56,4.78,1241.0,2531.0,64.692
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,1990,14.11,12.0,5.73,3.14,11.18,13.05,4.97,2.26,3.71,3.82,1.31,1.29,0.22,0.22,5.24,5.34,1482.0,3004.0,66.574
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,1995,6.96,14.39,7.64,4.07,5.43,15.86,5.85,2.82,4.17,4.17,1.62,1.48,0.29,0.27,6.07,5.92,1742.0,3515.0,68.164
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2000,0.15,17.1,9.38,4.67,0.12,18.88,6.65,3.09,4.56,4.46,1.75,1.5,0.33,0.3,6.64,6.26,2018.0,4035.0,69.429
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2005,5.35,13.4,15.4,5.12,5.36,14.69,12.91,3.18,4.64,4.57,2.28,2.06,0.36,0.31,7.28,6.94,2285.0,4548.0,70.771
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2010,10.78,10.07,23.56,4.72,10.8,10.3,22.31,2.7,4.7,4.67,2.76,2.63,0.34,0.26,7.79,7.56,2561.0,5072.0,72.046
DZA,Algeria,Middle East & North Africa,Upper middle income,1970,95.9,0.8,0.31,0.06,84.4,3.17,1.02,0.19,0.17,0.64,0.04,0.14,0.0,0.01,0.22,0.78,2545.0,4684.0,50.372
DZA,Algeria,Middle East & North Africa,Upper middle income,1975,90.99,1.43,1.13,0.08,78.51,3.15,2.35,0.28,0.39,0.89,0.14,0.28,0.0,0.01,0.53,1.18,2906.0,5424.0,52.866
DZA,Algeria,Middle East & North Africa,Upper middle income,1980,84.06,2.52,2.05,0.2,70.38,3.91,3.96,0.56,0.67,1.24,0.23,0.46,0.01,0.03,0.92,1.72,3359.0,6549.0,58.198
DZA,Algeria,Middle East & North Africa,Upper middle income,1985,76.5,5.08,3.43,0.51,61.37,8.8,5.87,1.25,1.05,1.76,0.38,0.68,0.03,0.06,1.46,2.51,3931.0,7703.0,64.087
DZA,Algeria,Middle East & North Africa,Upper middle income,1990,67.75,7.68,5.72,1.15,52.01,11.75,8.71,2.12,1.51,2.27,0.64,1.0,0.06,0.11,2.21,3.38,4687.0,9245.0,66.938
DZA,Algeria,Middle East & North Africa,Upper middle income,1995,59.63,9.77,8.2,1.82,44.24,14.12,11.3,3.08,1.94,2.71,0.91,1.3,0.09,0.15,2.94,4.17,5604.0,11101.0,68.54
DZA,Algeria,Middle East & North Africa,Upper middle income,2000,50.81,13.15,10.46,2.73,38.36,17.48,13.38,3.95,2.43,3.1,1.18,1.54,0.14,0.2,3.75,4.84,6638.0,13184.0,70.64
DZA,Algeria,Middle East & North Africa,Upper middle income,2005,45.53,17.56,10.62,4.42,35.6,22.44,12.46,5.13,2.79,3.33,1.35,1.57,0.22,0.26,4.36,5.16,7875.0,15689.0,73.072
DZA,Algeria,Middle East & North Africa,Upper middle income,2010,36.67,19.23,12.8,6.66,26.99,25.08,14.5,6.77,3.28,3.81,1.7,1.84,0.33,0.34,5.31,5.98,9312.0,18599.0,74.938
ECU,Ecuador,Latin America & Caribbean,Upper middle income,1970,39.21,27.88,4.55,0.55,33.98,30.47,4.52,1.4,2.97,3.25,0.48,0.55,0.03,0.07,3.48,3.87,1115.0,2204.0,58.203
ECU,Ecuador,Latin America & Caribbean,Upper middle income,1975,36.8,30.39,5.8,0.81,31.9,33.58,5.3,2.04,3.22,3.48,0.63,0.69,0.05,0.1,3.9,4.27,1270.0,2518.0,60.774
ECU,Ecuador,Latin America & Caribbean,Upper middle income,1980,29.05,31.2,8.82,3.2,25.4,34.1,7.9,4.66,3.74,3.97,1.11,1.17,0.17,0.25,5.02,5.39,1497.0,2973.0,63.512
ECU,Ecuador,Latin America & Caribbean,Upper middle income,1985,26.15,26.07,10.84,4.57,22.68,27.86,10.46,6.03,3.84,4.05,1.41,1.49,0.25,0.31,5.5,5.85,1772.0,3517.0,66.371
ECU,Ecuador,Latin America & Caribbean,Upper middle income,1990,24.13,23.63,13.99,6.43,21.09,24.86,13.97,7.77,3.98,4.17,1.75,1.86,0.35,0.41,6.08,6.44,2104.0,4174.0,68.899
ECU,Ecuador,Latin America & Caribbean,Upper middle income,1995,21.83,23.75,13.16,7.88,19.78,24.79,13.37,8.97,4.16,4.29,1.89,1.96,0.42,0.46,6.47,6.71,2479.0,4914.0,70.972
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2000,22.24,23.94,15.06,8.6,20.93,25.22,14.87,9.16,4.17,4.26,2.01,2.02,0.46,0.48,6.64,6.76,2836.0,5613.0,72.761
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2005,17.8,27.21,16.08,7.85,16.44,28.57,16.22,8.39,4.44,4.53,2.03,2.05,0.42,0.44,6.9,7.02,3229.0,6376.0,74.112
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2010,12.27,29.78,21.66,6.91,10.63,31.72,22.0,6.87,4.74,4.84,2.23,2.23,0.38,0.37,7.35,7.44,3665.0,7228.0,75.089
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1970,94.86,0.72,0.88,0.5,88.81,1.51,1.82,1.75,0.27,0.6,0.15,0.35,0.03,0.09,0.44,1.03,6965.0,13777.0,52.146
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1975,92.9,0.99,1.25,0.77,86.3,1.88,2.42,2.17,0.37,0.74,0.21,0.45,0.04,0.11,0.62,1.3,7723.0,15254.0,54.717
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1980,86.22,2.56,2.68,0.85,75.57,4.59,4.67,2.22,0.72,1.28,0.35,0.66,0.04,0.11,1.11,2.06,8749.0,17196.0,58.332
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1985,78.6,4.57,4.3,1.16,64.1,7.6,7.05,3.05,1.11,1.89,0.52,0.93,0.06,0.15,1.69,2.97,9969.0,19598.0,61.806
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1990,74.01,5.0,6.63,1.3,59.61,7.75,10.02,3.05,1.39,2.18,0.72,1.17,0.07,0.15,2.18,3.51,11416.0,22600.0,64.572
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1995,69.17,4.85,9.66,1.48,54.99,7.7,13.36,2.84,1.7,2.48,0.99,1.43,0.07,0.14,2.76,4.05,12989.0,25590.0,66.779
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2000,63.51,4.24,13.25,2.06,49.7,6.98,17.42,3.05,2.07,2.83,1.34,1.77,0.1,0.15,3.51,4.75,14798.0,29173.0,68.602
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2005,55.74,4.95,16.72,3.11,43.87,6.76,20.16,5.05,2.53,3.21,1.7,2.15,0.16,0.25,4.38,5.61,17111.0,33753.0,69.434
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2010,47.61,5.45,21.18,4.56,37.39,6.06,24.17,6.75,3.05,3.62,2.16,2.59,0.23,0.34,5.44,6.55,19911.0,39193.0,70.349
ERI,Eritrea,Sub-Saharan Africa,Low income,1970,,,,,,,,,,,,,,,,,,,43.156
ERI,Eritrea,Sub-Saharan Africa,Low income,1975,,,,,,,,,,,,,,,,,,,45.054
ERI,Eritrea,Sub-Saharan Africa,Low income,1980,,,,,,,,,,,,,,,,,,,46.654
ERI,Eritrea,Sub-Saharan Africa,Low income,1985,,,,,,,,,,,,,,,,,,,47.956
ERI,Eritrea,Sub-Saharan Africa,Low income,1990,,,,,,,,,,,,,,,,,,,49.588
ERI,Eritrea,Sub-Saharan Africa,Low income,1995,,,,,,,,,,,,,,,,,,,52.316
ERI,Eritrea,Sub-Saharan Africa,Low income,2000,,,,,,,,,,,,,,,,,,,55.273
ERI,Eritrea,Sub-Saharan Africa,Low income,2005,,,,,,,,,,,,,,,,,,,58.707
ERI,Eritrea,Sub-Saharan Africa,Low income,2010,,,,,,,,,,,,,,,,,,,62.193
ESP,Spain,Europe & Central Asia,High income: OECD,1970,51.25,37.34,1.07,0.7,46.67,39.61,1.59,1.48,3.6,3.95,0.21,0.32,0.04,0.07,3.85,4.34,10118.0,19163.0,72.0273170731707
ESP,Spain,Europe & Central Asia,High income: OECD,1975,44.01,34.37,2.84,2.0,39.91,35.42,4.03,3.3,3.89,4.18,0.6,0.78,0.11,0.17,4.6,5.13,10647.0,20169.0,73.3187804878049
ESP,Spain,Europe & Central Asia,High income: OECD,1980,38.9,32.5,4.1,2.99,35.1,32.7,5.7,4.64,4.11,4.38,0.9,1.13,0.17,0.23,5.18,5.74,11281.0,21505.0,75.3492682926829
ESP,Spain,Europe & Central Asia,High income: OECD,1985,37.11,27.54,5.17,3.58,33.57,27.7,6.63,5.08,4.16,4.4,1.24,1.47,0.2,0.26,5.59,6.13,12095.0,23073.0,76.259512195122
ESP,Spain,Europe & Central Asia,High income: OECD,1990,34.67,24.71,6.49,4.3,31.27,24.91,7.92,5.45,4.25,4.48,1.54,1.77,0.23,0.28,6.02,6.52,13091.0,25036.0,76.8375609756098
ESP,Spain,Europe & Central Asia,High income: OECD,1995,26.62,21.53,9.33,6.67,23.73,21.54,10.71,8.01,4.66,4.84,2.23,2.45,0.36,0.41,7.24,7.69,13949.0,26786.0,77.9807317073171
ESP,Spain,Europe & Central Asia,High income: OECD,2000,19.68,18.21,12.57,10.97,17.4,18.04,13.55,12.35,4.98,5.09,2.99,3.17,0.58,0.63,8.55,8.89,14948.0,28819.0,78.9658536585366
ESP,Spain,Europe & Central Asia,High income: OECD,2005,3.38,23.94,17.11,14.06,2.52,22.73,17.82,15.54,5.64,5.66,3.54,3.72,0.73,0.78,9.91,10.16,16397.0,31730.0,80.1707317073171
ESP,Spain,Europe & Central Asia,High income: OECD,2010,3.33,21.86,17.73,15.83,2.49,20.82,18.58,17.01,5.51,5.53,3.77,3.92,0.82,0.85,10.1,10.3,17094.0,33096.0,81.6268292682927
EST,Estonia,Europe & Central Asia,High income: OECD,1970,7.95,58.86,11.72,3.95,8.43,56.94,11.43,5.09,5.47,5.43,1.49,1.56,0.21,0.26,7.17,7.25,496.0,860.0,69.9370975609756
EST,Estonia,Europe & Central Asia,High income: OECD,1975,5.76,54.67,14.85,4.8,4.43,54.46,14.45,6.08,5.6,5.67,1.82,1.89,0.26,0.31,7.67,7.88,512.0,900.0,69.4413170731707
EST,Estonia,Europe & Central Asia,High income: OECD,1980,4.75,48.75,19.28,5.98,3.59,49.16,18.43,7.03,5.65,5.72,2.2,2.24,0.32,0.36,8.16,8.32,527.0,933.0,68.9056341463415
EST,Estonia,Europe & Central Asia,High income: OECD,1985,3.82,42.45,25.56,7.42,2.9,43.08,24.08,8.3,5.71,5.77,2.67,2.66,0.38,0.41,8.76,8.84,546.0,971.0,69.3804878048781
EST,Estonia,Europe & Central Asia,High income: OECD,1990,2.9,36.31,30.19,8.57,2.2,37.07,28.84,9.26,5.75,5.81,3.06,3.04,0.44,0.46,9.25,9.31,565.0,1015.0,69.4756097560976
EST,Estonia,Europe & Central Asia,High income: OECD,1995,1.37,22.37,37.51,13.39,1.04,22.62,37.08,13.2,5.87,5.89,3.97,3.94,0.67,0.65,10.52,10.49,533.0,953.0,67.5439024390244
EST,Estonia,Europe & Central Asia,High income: OECD,2000,0.25,11.19,41.09,20.53,0.23,9.92,43.31,19.29,5.97,5.97,4.8,4.82,1.03,0.95,11.8,11.74,519.0,922.0,70.4170731707317
EST,Estonia,Europe & Central Asia,High income: OECD,2005,0.18,6.12,45.07,22.11,0.19,5.88,47.13,20.1,5.97,5.98,5.15,5.1,1.11,0.99,12.24,12.08,517.0,916.0,72.5682926829268
EST,Estonia,Europe & Central Asia,High income: OECD,2010,0.15,4.29,43.81,26.72,0.18,4.32,47.8,23.67,5.98,5.98,5.38,5.33,1.34,1.17,12.71,12.48,524.0,933.0,75.4292682926829
ETH,Ethiopia,Sub-Saharan Africa,Low income,1970,,,,,,,,,,,,,,,,,,,42.944
ETH,Ethiopia,Sub-Saharan Africa,Low income,1975,,,,,,,,,,,,,,,,,,,44.044
ETH,Ethiopia,Sub-Saharan Africa,Low income,1980,,,,,,,,,,,,,,,,,,,43.747
ETH,Ethiopia,Sub-Saharan Africa,Low income,1985,,,,,,,,,,,,,,,,,,,44.633
ETH,Ethiopia,Sub-Saharan Africa,Low income,1990,,,,,,,,,,,,,,,,,,,47.099
ETH,Ethiopia,Sub-Saharan Africa,Low income,1995,,,,,,,,,,,,,,,,,,,49.303
ETH,Ethiopia,Sub-Saharan Africa,Low income,2000,,,,,,,,,,,,,,,,,,,51.941
ETH,Ethiopia,Sub-Saharan Africa,Low income,2005,,,,,,,,,,,,,,,,,,,56.223
ETH,Ethiopia,Sub-Saharan Africa,Low income,2010,,,,,,,,,,,,,,,,,,,61.627
FIN,Finland,Europe & Central Asia,High income: OECD,1970,0.56,45.68,5.3,2.26,1.0,46.58,6.2,3.35,3.52,3.51,1.66,1.7,0.15,0.19,5.33,5.4,1400.0,2599.0,70.179512195122
FIN,Finland,Europe & Central Asia,High income: OECD,1975,0.93,42.61,15.62,3.56,1.29,43.18,16.01,5.41,3.55,3.56,2.37,2.47,0.23,0.3,6.15,6.33,1525.0,2854.0,71.6736585365854
FIN,Finland,Europe & Central Asia,High income: OECD,1980,1.16,37.91,24.02,4.96,1.36,37.93,24.69,6.72,3.83,3.87,3.02,3.14,0.3,0.37,7.15,7.39,1618.0,3044.0,73.44
FIN,Finland,Europe & Central Asia,High income: OECD,1985,1.17,39.9,15.69,5.43,1.14,39.07,16.42,7.67,4.02,4.1,2.62,2.8,0.34,0.43,6.99,7.33,1706.0,3222.0,74.2229268292683
FIN,Finland,Europe & Central Asia,High income: OECD,1990,0.11,41.34,15.04,5.38,0.11,40.51,15.6,7.53,4.25,4.34,2.53,2.7,0.34,0.43,7.13,7.46,1777.0,3372.0,74.8131707317073
FIN,Finland,Europe & Central Asia,High income: OECD,1995,0.48,32.92,18.32,8.88,0.33,32.54,19.04,10.75,4.51,4.59,3.34,3.41,0.57,0.62,8.42,8.63,1836.0,3504.0,76.409512195122
FIN,Finland,Europe & Central Asia,High income: OECD,2000,0.73,29.12,17.81,12.33,0.48,28.99,19.06,13.87,4.68,4.77,3.74,3.74,0.81,0.81,9.22,9.32,1868.0,3577.0,77.4658536585366
FIN,Finland,Europe & Central Asia,High income: OECD,2005,0.5,19.54,21.13,13.7,0.33,19.93,23.11,14.96,4.92,4.99,4.38,4.33,0.92,0.9,10.22,10.22,1913.0,3685.0,78.8170731707317
FIN,Finland,Europe & Central Asia,High income: OECD,2010,0.0,0.0,35.29,12.82,0.0,0.0,38.0,14.36,5.24,5.31,5.64,5.6,0.94,0.92,11.82,11.82,1961.0,3792.0,79.8707317073171
FJI,Fiji,East Asia & Pacific,Upper middle income,1970,30.79,13.27,2.51,1.33,22.61,17.31,3.58,1.97,3.62,4.23,0.26,0.35,0.07,0.1,3.95,4.68,91.0,184.0,62.492
FJI,Fiji,East Asia & Pacific,Upper middle income,1975,27.0,17.1,2.4,1.48,19.7,20.5,3.9,2.09,4.02,4.58,0.31,0.42,0.08,0.11,4.41,5.11,107.0,217.0,62.913
FJI,Fiji,East Asia & Pacific,Upper middle income,1980,20.67,22.02,5.73,1.75,14.87,23.4,7.41,2.34,4.75,5.18,0.52,0.64,0.09,0.12,5.36,5.95,124.0,247.0,63.997
FJI,Fiji,East Asia & Pacific,Upper middle income,1985,14.8,24.9,9.22,2.19,10.9,23.9,11.22,2.97,5.42,5.7,0.76,0.9,0.11,0.15,6.29,6.75,143.0,287.0,65.041
FJI,Fiji,East Asia & Pacific,Upper middle income,1990,11.61,19.18,21.3,3.21,8.57,19.67,22.58,4.07,6.32,6.54,1.53,1.62,0.16,0.2,8.02,8.37,152.0,313.0,65.379
FJI,Fiji,East Asia & Pacific,Upper middle income,1995,10.16,8.74,33.89,4.84,7.26,9.53,34.48,5.96,6.91,7.11,2.31,2.38,0.24,0.3,9.46,9.79,171.0,344.0,65.15
FJI,Fiji,East Asia & Pacific,Upper middle income,2000,7.73,15.01,31.29,5.7,5.54,15.67,31.3,6.77,6.95,7.1,2.12,2.17,0.28,0.34,9.35,9.61,187.0,375.0,65.687
FJI,Fiji,East Asia & Pacific,Upper middle income,2005,5.6,20.6,26.8,7.05,4.1,21.6,25.9,7.94,6.61,6.7,2.07,2.08,0.35,0.39,9.03,9.17,206.0,415.0,66.313
FJI,Fiji,East Asia & Pacific,Upper middle income,2010,4.21,18.91,30.36,8.06,3.02,19.64,29.77,8.82,6.59,6.65,2.47,2.49,0.4,0.44,9.46,9.58,228.0,457.0,66.655
FRA,France,Europe & Central Asia,High income: OECD,1970,0.8,33.73,5.16,1.63,0.9,37.93,5.47,2.8,3.68,3.84,0.83,0.97,0.1,0.15,4.6,4.96,15735.0,29853.0,71.6585365853659
FRA,France,Europe & Central Asia,High income: OECD,1975,1.11,33.79,6.77,2.57,1.18,33.29,7.43,3.97,3.81,3.89,1.15,1.37,0.16,0.21,5.12,5.47,16566.0,31622.0,72.8536585365854
FRA,France,Europe & Central Asia,High income: OECD,1980,1.13,32.11,7.4,3.34,1.1,28.79,8.3,4.57,3.91,3.96,1.47,1.74,0.22,0.26,5.59,5.96,17488.0,33349.0,74.0512195121951
FRA,France,Europe & Central Asia,High income: OECD,1985,6.29,32.56,13.11,3.7,6.31,29.2,15.06,5.21,4.01,4.04,2.0,2.28,0.24,0.29,6.25,6.61,18385.0,34983.0,75.3
FRA,France,Europe & Central Asia,High income: OECD,1990,9.81,28.2,17.77,4.51,9.73,25.29,20.17,6.18,4.07,4.09,2.62,2.88,0.3,0.35,6.98,7.33,19314.0,36731.0,76.6
FRA,France,Europe & Central Asia,High income: OECD,1995,5.99,26.65,24.27,5.7,5.78,23.92,27.23,7.27,4.44,4.47,3.41,3.65,0.38,0.42,8.23,8.54,20500.0,39018.0,77.7512195121951
FRA,France,Europe & Central Asia,High income: OECD,2000,3.25,22.93,29.72,7.25,3.11,20.55,32.93,8.8,4.68,4.7,4.1,4.32,0.48,0.52,9.27,9.53,21281.0,40546.0,79.0560975609756
FRA,France,Europe & Central Asia,High income: OECD,2005,1.72,23.17,32.35,8.31,1.66,20.35,35.89,10.02,4.8,4.82,4.39,4.64,0.56,0.6,9.75,10.05,21899.0,41792.0,80.1634146341463
FRA,France,Europe & Central Asia,High income: OECD,2010,1.56,20.43,33.99,10.26,1.55,17.78,37.47,12.12,4.88,4.89,4.82,5.03,0.7,0.73,10.4,10.64,22505.0,43012.0,81.6634146341463
FRO,Faroe Islands,Europe & Central Asia,High income: nonOECD,1970,,,,,,,,,,,,,,,,,,,
FRO,Faroe Islands,Europe & Central Asia,High income: nonOECD,1975,,,,,,,,,,,,,,,,,,,
FRO,Faroe Islands,Europe & Central Asia,High income: nonOECD,1980,,,,,,,,,,,,,,,,,,,
FRO,Faroe Islands,Europe & Central Asia,High income: nonOECD,1985,,,,,,,,,,,,,,,,,,,
FRO,Faroe Islands,Europe & Central Asia,High income: nonOECD,1990,,,,,,,,,,,,,,,,,,,76.1146341463415
FRO,Faroe Islands,Europe & Central Asia,High income: nonOECD,1995,,,,,,,,,,,,,,,,,,,77.3682926829268
FRO,Faroe Islands,Europe & Central Asia,High income: nonOECD,2000,,,,,,,,,,,,,,,,,,,78.4341463414634
FRO,Faroe Islands,Europe & Central Asia,High income: nonOECD,2005,,,,,,,,,,,,,,,,,,,79.4414634146342
FRO,Faroe Islands,Europe & Central Asia,High income: nonOECD,2010,,,,,,,,,,,,,,,,,,,80.5878048780488
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1970,,,,,,,,,,,,,,,,,,,58.851
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1975,,,,,,,,,,,,,,,,,,,60.85
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1980,,,,,,,,,,,,,,,,,,,62.331
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1985,,,,,,,,,,,,,,,,,,,63.064
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1990,,,,,,,,,,,,,,,,,,,63.605
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1995,,,,,,,,,,,,,,,,,,,64.049
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2000,,,,,,,,,,,,,,,,,,,64.55
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2005,,,,,,,,,,,,,,,,,,,65.489
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2010,,,,,,,,,,,,,,,,,,,66.471
GAB,Gabon,Sub-Saharan Africa,Upper middle income,1970,72.08,7.7,1.63,0.86,82.59,5.13,1.04,0.57,1.24,0.78,0.32,0.19,0.05,0.03,1.6,1.0,142.0,271.0,47.125
GAB,Gabon,Sub-Saharan Africa,Upper middle income,1975,65.82,9.49,2.53,1.31,77.65,6.71,1.67,0.88,1.56,1.03,0.48,0.3,0.07,0.04,2.12,1.38,148.0,283.0,51.234
GAB,Gabon,Sub-Saharan Africa,Upper middle income,1980,56.1,11.35,4.79,2.87,67.05,9.27,3.61,2.02,2.13,1.6,0.92,0.65,0.15,0.1,3.2,2.36,158.0,309.0,55.252
GAB,Gabon,Sub-Saharan Africa,Upper middle income,1985,47.99,12.99,7.09,4.46,57.66,11.77,5.54,3.22,2.62,2.12,1.32,0.97,0.23,0.16,4.17,3.25,173.0,338.0,59.153
GAB,Gabon,Sub-Saharan Africa,Upper middle income,1990,40.15,14.49,10.24,6.26,48.42,14.19,8.67,4.46,3.12,2.68,1.79,1.41,0.32,0.23,5.23,4.32,195.0,380.0,60.965
GAB,Gabon,Sub-Saharan Africa,Upper middle income,1995,33.71,15.04,12.33,7.9,40.3,15.25,10.94,5.88,3.52,3.14,2.17,1.78,0.4,0.29,6.09,5.22,216.0,427.0,60.175
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2000,26.73,15.97,15.04,9.43,32.39,16.77,13.73,7.09,3.96,3.62,2.58,2.18,0.47,0.35,7.02,6.15,247.0,487.0,58.264
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2005,20.5,16.95,17.96,10.69,24.78,19.25,16.16,7.81,4.36,4.06,2.97,2.47,0.54,0.39,7.87,6.92,278.0,544.0,58.181
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2010,15.95,19.24,21.05,11.85,19.19,21.01,19.37,8.1,4.72,4.41,3.32,2.75,0.59,0.41,8.63,7.57,309.0,607.0,61.4
GBR,United Kingdom,Europe & Central Asia,High income: OECD,1970,1.97,40.57,4.39,3.28,1.96,41.82,4.83,4.89,5.26,5.27,2.04,2.03,0.19,0.25,7.49,7.54,17728.0,33474.0,71.9731707317073
GBR,United Kingdom,Europe & Central Asia,High income: OECD,1975,1.73,38.7,4.86,4.11,1.92,39.61,5.37,6.31,5.32,5.33,2.27,2.3,0.23,0.32,7.82,7.95,18254.0,34554.0,72.7243902439024
GBR,United Kingdom,Europe & Central Asia,High income: OECD,1980,1.52,37.4,5.52,4.72,2.09,38.2,6.16,6.47,5.39,5.38,2.42,2.43,0.27,0.33,8.08,8.13,18632.0,35330.0,73.6756097560976
GBR,United Kingdom,Europe & Central Asia,High income: OECD,1985,1.31,34.77,5.81,6.21,3.28,34.58,6.47,7.3,5.47,5.38,2.65,2.63,0.35,0.37,8.47,8.39,18988.0,36043.0,74.6292682926829
GBR,United Kingdom,Europe & Central Asia,High income: OECD,1990,1.3,31.77,6.17,8.06,3.05,31.28,6.63,9.85,5.54,5.46,2.88,2.92,0.43,0.5,8.85,8.88,20060.0,37978.0,75.8804878048781
GBR,United Kingdom,Europe & Central Asia,High income: OECD,1995,1.35,29.45,6.43,9.71,3.03,28.73,6.77,11.89,5.61,5.53,3.09,3.15,0.52,0.6,9.21,9.29,20733.0,39355.0,76.8365853658537
GBR,United Kingdom,Europe & Central Asia,High income: OECD,2000,1.76,25.52,6.56,13.5,3.2,23.99,6.9,15.23,5.64,5.58,3.43,3.5,0.71,0.77,9.78,9.86,21156.0,40348.0,77.7414634146342
GBR,United Kingdom,Europe & Central Asia,High income: OECD,2005,0.86,20.76,27.7,14.14,1.48,19.3,29.56,15.76,5.75,5.73,4.35,4.5,0.74,0.79,10.84,11.03,21477.0,41142.0,79.0487804878049
GBR,United Kingdom,Europe & Central Asia,High income: OECD,2010,0.21,13.03,42.01,17.62,0.16,12.24,44.34,18.78,5.87,5.88,5.37,5.5,0.91,0.94,12.15,12.32,21918.0,42166.0,80.4024390243902
GEO,Georgia,Europe & Central Asia,Lower middle income,1970,,,,,,,,,,,,,,,,,,,67.452
GEO,Georgia,Europe & Central Asia,Lower middle income,1975,,,,,,,,,,,,,,,,,,,69.014
GEO,Georgia,Europe & Central Asia,Lower middle income,1980,,,,,,,,,,,,,,,,,,,69.7
GEO,Georgia,Europe & Central Asia,Lower middle income,1985,,,,,,,,,,,,,,,,,,,70.088
GEO,Georgia,Europe & Central Asia,Lower middle income,1990,,,,,,,,,,,,,,,,,,,70.386
GEO,Georgia,Europe & Central Asia,Lower middle income,1995,,,,,,,,,,,,,,,,,,,69.718
GEO,Georgia,Europe & Central Asia,Lower middle income,2000,,,,,,,,,,,,,,,,,,,69.902
GEO,Georgia,Europe & Central Asia,Lower middle income,2005,,,,,,,,,,,,,,,,,,,70.538
GEO,Georgia,Europe & Central Asia,Lower middle income,2010,,,,,,,,,,,,,,,,,,,71.46
GHA,Ghana,Sub-Saharan Africa,Lower middle income,1970,88.0,1.74,1.1,0.06,77.7,2.21,3.3,0.26,0.63,1.23,0.22,0.55,0.0,0.01,0.85,1.8,1643.0,3272.0,49.34
GHA,Ghana,Sub-Saharan Africa,Lower middle income,1975,82.95,2.21,1.88,0.14,71.17,2.61,4.59,0.41,0.92,1.62,0.35,0.76,0.01,0.02,1.28,2.4,1872.0,3737.0,50.811
GHA,Ghana,Sub-Saharan Africa,Lower middle income,1980,75.93,3.15,3.08,0.32,65.27,3.19,6.05,0.71,1.31,1.96,0.62,1.08,0.02,0.04,1.94,3.08,2058.0,4103.0,52.277
GHA,Ghana,Sub-Saharan Africa,Lower middle income,1985,67.2,4.73,4.76,0.61,57.07,3.92,8.28,1.18,1.79,2.44,0.95,1.52,0.03,0.06,2.77,4.02,2427.0,4832.0,54.127
GHA,Ghana,Sub-Saharan Africa,Lower middle income,1990,61.1,5.86,6.47,0.92,50.23,4.23,10.73,1.66,2.14,2.85,1.25,1.97,0.05,0.08,3.44,4.91,2818.0,5610.0,56.776
